Filename,Average Brightness,darkness_probability,furryposibility,colorpref,colorprefnum
image0.jpg,58.21998115747589,0.4178001884252411,31.075074480579257,-1,135.27376308542847
image01.png,137.15169965576592,0.0,32.9115533414187,-1,119.78077309236949
image02.png,79.1149391553633,0.20885060844636696,181.7099830741078,1,175.07138026515588
image_001.png,105.98398888888889,0.0,664.3345025318208,1,173.37624722222222
image_002.png,135.05490107688456,0.0,68.93496844933179,-1,139.38866015527174
image_003.png,86.60727164887307,0.13392728351126934,116.44038882882546,1,157.99878291814946
image_004.png,42.259205729166666,0.5774079427083333,15.422364806657953,1,151.09360243055556
image_005.png,102.761712,0.0,54.36467723764627,1,176.62617733333332
image_006.png,102.15341107543237,0.0,97.39661475545192,-1,146.26634555799671
image_007.png,88.50412285012285,0.11495877149877146,21.886569991512175,1,176.07291400491403
image_008.png,93.44919929171856,0.06550800708281443,82.61617362539343,1,175.13410063823164
image_009.png,91.64558870967743,0.08354411290322573,36.74096740478668,1,176.36037096774191
image_010.png,143.27677310344828,0.0,45.89285758620396,1,165.31348379310344
image_011.png,86.89979942116061,0.1310020057883939,37.08583675251696,1,168.6545189771395
image_012.png,79.90982931726907,0.2009017068273093,565.2491800364778,1,180.28027443105756
image_013.png,119.68991592471791,0.0,265.4578024406642,1,163.62026456717206
image_014.png,117.18010091145834,0.0,478.398103305806,-1,147.392158203125
image_015.png,128.76784505208335,0.0,204.55803001377313,1,166.433359375
image_016.png,92.57014313126567,0.07429856868734333,555.6261924208651,1,155.25813948934837
image_017.png,130.054736328125,0.0,130.24804925944014,1,174.909365234375
image_018.png,46.683046875,0.53316953125,96.29612743631527,1,169.07178168402777
image_019.png,30.698277994791667,0.6930172200520833,1.933612189906321,1,178.294013671875
image_020.png,25.320262586805555,0.7467973741319445,14.131556996888289,1,174.7511328125
image_021.png,41.441363932291665,0.5855863606770834,34.262833083483606,1,153.33525065104166
image_022.png,128.571865234375,0.0,144.59515552262198,1,174.68862630208332
image_023.png,41.868158637152774,0.5813184136284723,111.94812824927315,1,151.80939453125
image_024.png,64.76556532118056,0.3523443467881944,36.44994464896756,-1,124.64508897569445
image_025.png,33.85455078125,0.6614544921875001,9.343606770715596,-1,138.38078993055555
image_026.png,139.89831705729168,0.0,559.30538036499,1,170.30722330729168
image_027.png,78.90576063368056,0.21094239366319442,12.8350046942393,1,167.91041341145834
image_028.png,84.05919270833333,0.15940807291666673,96.95050186020532,1,172.7159494357639
image_029.png,79.78421641791044,0.20215783582089558,271.494512303491,1,175.70402518656715
image_030.png,130.21930338541668,0.0,220.96909761826197,1,178.78819986979167
image_031.png,133.32601236979167,0.0,797.7163473280164,1,162.31466145833332
image_032.png,78.88294379340277,0.21117056206597226,31.48901144731192,1,170.82901692708333
image_033.png,84.96585294117646,0.15034147058823535,85.73165277643594,1,165.1818049019608
image_034.png,124.17663411458334,0.0,254.81841426822882,1,177.08095703125
image_035.png,121.74078776041667,0.0,127.54868116886352,1,177.37351888020834
image_036.png,133.24970703125,0.0,248.88796465042964,1,174.65950520833331
image_037.png,126.53736002604167,0.0,184.05951168785097,1,173.0880859375
image_038.png,134.33408528645833,0.0,271.1682531940037,1,182.1192578125
image_039.png,103.56913725490196,0.0,22.10273734393599,1,171.50843235294116
image_040.png,119.92011282561805,0.0,248.06838938348582,1,163.02248548199768
image_041.png,86.0287494451842,0.13971250554815795,125.64412810361323,1,170.50694185530404
image_042.png,120.03795247395833,0.0,258.56526907678176,1,175.18658528645835
image_043.png,102.95658446666003,0.0,17.309848014934744,1,157.2825007724252
